CODPROD;TIPO;FECHA;CANTIDAD
2051;VENTA;2023/5/6;35
2051;VENTA;2023/5/6;51
2053;VENTA;2023/5/6;44
2026;VENTA;2023/5/7;50
2032;VENTA;2023/5/7;22
2032;VENTA;2023/5/7;3
2033;VENTA;2023/5/7;21
2033;VENTA;2023/5/7;14
2034;VENTA;2023/5/7;15
2036;VENTA;2023/5/7;15
2039;VENTA;2023/5/7;17
2039;VENTA;2023/5/7;37
2040;VENTA;2023/5/7;14
2041;VENTA;2023/5/7;34
2041;VENTA;2023/5/7;30
2045;VENTA;2023/5/7;52
2047;VENTA;2023/5/7;37
2050;VENTA;2023/5/7;8
2050;VENTA;2023/5/7;21
2023;VENTA;2023/5/8;51
2026;VENTA;2023/5/8;53
2026;VENTA;2023/5/8;21
2036;VENTA;2023/5/8;22
2037;VENTA;2023/5/8;34
2037;VENTA;2023/5/8;17
2040;VENTA;2023/5/8;25
2041;VENTA;2023/5/8;45
2043;VENTA;2023/5/8;13
2043;VENTA;2023/5/8;45
2044;VENTA;2023/5/8;36
2044;VENTA;2023/5/8;3
2048;VENTA;2023/5/8;46
2049;VENTA;2023/5/8;23
2050;VENTA;2023/5/8;21
2052;VENTA;2023/5/8;51
2052;VENTA;2023/5/8;42
2054;VENTA;2023/5/8;15
2025;VENTA;2023/5/9;13
2028;VENTA;2023/5/9;4
2030;VENTA;2023/5/9;46
2032;VENTA;2023/5/9;26
2033;VENTA;2023/5/9;25
2037;VENTA;2023/5/9;54
2037;VENTA;2023/5/9;30
2043;VENTA;2023/5/9;45
2044;VENTA;2023/5/9;49
2045;VENTA;2023/5/9;26
2050;VENTA;2023/5/9;38
2051;VENTA;2023/5/9;20
2052;VENTA;2023/5/9;25
2053;VENTA;2023/5/9;32
2053;VENTA;2023/5/9;54
2053;VENTA;2023/5/9;21
2021;VENTA;2023/5/10;33
2027;VENTA;2023/5/10;32
2028;VENTA;2023/5/10;47
2029;VENTA;2023/5/10;21
2029;VENTA;2023/5/10;34
2031;VENTA;2023/5/10;43
2033;VENTA;2023/5/10;31
2033;VENTA;2023/5/10;22
2045;VENTA;2023/5/10;49
2046;VENTA;2023/5/10;21
2049;VENTA;2023/5/10;2
2052;VENTA;2023/5/10;38
2053;VENTA;2023/5/10;45
2054;VENTA;2023/5/10;49
2022;VENTA;2023/5/11;2
2023;VENTA;2023/5/11;22
2023;VENTA;2023/5/11;3
2024;VENTA;2023/5/11;36
2026;VENTA;2023/5/11;8
2031;VENTA;2023/5/11;19
2039;VENTA;2023/5/11;14
2040;VENTA;2023/5/11;10
2041;VENTA;2023/5/11;44
2042;VENTA;2023/5/11;21
2043;VENTA;2023/5/11;23
2044;VENTA;2023/5/11;47
2047;VENTA;2023/5/11;51
2049;VENTA;2023/5/11;28
2052;VENTA;2023/5/11;15
2021;VENTA;2023/5/12;1
2023;VENTA;2023/5/12;1
2026;VENTA;2023/5/12;18
2031;VENTA;2023/5/12;39
2033;VENTA;2023/5/12;46
2038;VENTA;2023/5/12;5
2039;VENTA;2023/5/12;30
2045;VENTA;2023/5/12;17
2045;VENTA;2023/5/12;12
2046;VENTA;2023/5/12;16
2051;VENTA;2023/5/12;11
2053;VENTA;2023/5/12;2
2023;VENTA;2023/5/13;46
2024;VENTA;2023/5/13;40
2028;VENTA;2023/5/13;47
2028;VENTA;2023/5/13;44
2028;VENTA;2023/5/13;51
2033;VENTA;2023/5/13;19
2034;VENTA;2023/5/13;32
2034;VENTA;2023/5/13;5
2035;VENTA;2023/5/13;41
2038;VENTA;2023/5/13;32
2038;VENTA;2023/5/13;12
2039;VENTA;2023/5/13;52
2039;VENTA;2023/5/13;26
2042;VENTA;2023/5/13;5
2043;VENTA;2023/5/13;18
2045;VENTA;2023/5/13;19
2045;VENTA;2023/5/13;42
2048;VENTA;2023/5/13;26
2048;VENTA;2023/5/13;35
2048;VENTA;2023/5/13;16
2050;VENTA;2023/5/13;52
2021;VENTA;2023/5/14;4
2029;VENTA;2023/5/14;50
2030;VENTA;2023/5/14;45
2033;VENTA;2023/5/14;34
2035;VENTA;2023/5/14;51
2037;VENTA;2023/5/14;47
2039;VENTA;2023/5/14;22
2040;VENTA;2023/5/14;44
2045;VENTA;2023/5/14;27
2047;VENTA;2023/5/14;7
2047;VENTA;2023/5/14;33
2048;VENTA;2023/5/14;35
2049;VENTA;2023/5/14;18
2050;VENTA;2023/5/14;25
2054;VENTA;2023/5/14;23
2026;VENTA;2023/5/15;24
2027;VENTA;2023/5/15;48
2029;VENTA;2023/5/15;6
2031;VENTA;2023/5/15;17
2032;VENTA;2023/5/15;32
2034;VENTA;2023/5/15;5
2034;VENTA;2023/5/15;8
2034;VENTA;2023/5/15;36
2035;VENTA;2023/5/15;2
2039;VENTA;2023/5/15;40
2039;VENTA;2023/5/15;17
2044;VENTA;2023/5/15;30
2051;VENTA;2023/5/15;9
2027;VENTA;2023/5/16;16
2028;VENTA;2023/5/16;52
2040;VENTA;2023/5/16;48
2041;VENTA;2023/5/16;34
2041;VENTA;2023/5/16;45
2043;VENTA;2023/5/16;4
2043;VENTA;2023/5/16;47
2043;VENTA;2023/5/16;46
2044;VENTA;2023/5/16;39
2046;VENTA;2023/5/16;8
2021;VENTA;2023/5/17;29
2024;VENTA;2023/5/17;9
2024;VENTA;2023/5/17;16
2028;VENTA;2023/5/17;38
2028;VENTA;2023/5/17;26
2031;VENTA;2023/5/17;36
2032;VENTA;2023/5/17;22
2034;VENTA;2023/5/17;27
2034;VENTA;2023/5/17;21
2040;VENTA;2023/5/17;20
2041;VENTA;2023/5/17;36
2046;VENTA;2023/5/17;40
2049;VENTA;2023/5/17;20
2022;VENTA;2023/5/18;22
2023;VENTA;2023/5/18;38
2023;VENTA;2023/5/18;5
2025;VENTA;2023/5/18;45
2026;VENTA;2023/5/18;1
2036;VENTA;2023/5/18;31
2036;VENTA;2023/5/18;7
2039;VENTA;2023/5/18;10
2041;VENTA;2023/5/18;46
2042;VENTA;2023/5/18;4
2042;VENTA;2023/5/18;11
2044;VENTA;2023/5/18;11
2050;VENTA;2023/5/18;31
2053;VENTA;2023/5/18;43
2022;VENTA;2023/5/19;20
2023;VENTA;2023/5/19;9
2029;VENTA;2023/5/19;12
2032;VENTA;2023/5/19;16
2032;VENTA;2023/5/19;13
2032;VENTA;2023/5/19;24
2038;VENTA;2023/5/19;21
2039;VENTA;2023/5/19;19
2044;VENTA;2023/5/19;5
2048;VENTA;2023/5/19;31
2049;VENTA;2023/5/19;19
2052;VENTA;2023/5/19;12
2025;VENTA;2023/5/20;1
2029;VENTA;2023/5/20;14
2032;VENTA;2023/5/20;7
2032;VENTA;2023/5/20;41
2032;VENTA;2023/5/20;19
2034;VENTA;2023/5/20;36
2037;VENTA;2023/5/20;8
2042;VENTA;2023/5/20;39
2042;VENTA;2023/5/20;40
2042;VENTA;2023/5/20;17
2045;VENTA;2023/5/20;14
2045;VENTA;2023/5/20;15
2050;VENTA;2023/5/20;21
2024;VENTA;2023/5/21;47
2026;VENTA;2023/5/21;40
2037;VENTA;2023/5/21;35
2044;VENTA;2023/5/21;37
2052;VENTA;2023/5/21;38
2023;VENTA;2023/5/22;26
2023;VENTA;2023/5/22;6
2027;VENTA;2023/5/22;34
2027;VENTA;2023/5/22;5
2041;VENTA;2023/5/22;17
2045;VENTA;2023/5/22;27
2051;VENTA;2023/5/22;21
2052;VENTA;2023/5/22;13
2053;VENTA;2023/5/22;18
2021;VENTA;2023/5/23;19
2026;VENTA;2023/5/23;28
2028;VENTA;2023/5/23;25
2031;VENTA;2023/5/23;26
2036;VENTA;2023/5/23;51
2037;VENTA;2023/5/23;9
2038;VENTA;2023/5/23;10
2039;VENTA;2023/5/23;18
2040;VENTA;2023/5/23;23
2040;VENTA;2023/5/23;22
2041;VENTA;2023/5/23;47
2043;VENTA;2023/5/23;11
2044;VENTA;2023/5/23;27
2045;VENTA;2023/5/23;5
2049;VENTA;2023/5/23;23
2049;VENTA;2023/5/23;50
2052;VENTA;2023/5/23;11
2054;VENTA;2023/5/23;18
2054;VENTA;2023/5/23;19
2023;VENTA;2023/5/24;27
2029;VENTA;2023/5/24;2
2032;VENTA;2023/5/24;49
2033;VENTA;2023/5/24;16
2034;VENTA;2023/5/24;28
2034;VENTA;2023/5/24;40
2034;VENTA;2023/5/24;18
2036;VENTA;2023/5/24;9
2037;VENTA;2023/5/24;44
2038;VENTA;2023/5/24;42
2039;VENTA;2023/5/24;36
2042;VENTA;2023/5/24;10
2051;VENTA;2023/5/24;5
2052;VENTA;2023/5/24;31
2053;VENTA;2023/5/24;29
2022;VENTA;2023/5/25;38
2022;VENTA;2023/5/25;36
2022;VENTA;2023/5/25;46
2026;VENTA;2023/5/25;4
2033;VENTA;2023/5/25;32
2033;VENTA;2023/5/25;46
2033;VENTA;2023/5/25;38
2034;VENTA;2023/5/25;7
2037;VENTA;2023/5/25;19
2038;VENTA;2023/5/25;42
2038;VENTA;2023/5/25;6
2042;VENTA;2023/5/25;46
2043;VENTA;2023/5/25;54
2046;VENTA;2023/5/25;32
2047;VENTA;2023/5/25;43
2021;VENTA;2023/5/26;51
2024;VENTA;2023/5/26;40
2024;VENTA;2023/5/26;28
2028;VENTA;2023/5/26;6
2029;VENTA;2023/5/26;24
2030;VENTA;2023/5/26;15
2034;VENTA;2023/5/26;30
2038;VENTA;2023/5/26;31
2039;VENTA;2023/5/26;13
2044;VENTA;2023/5/26;10
2046;VENTA;2023/5/26;9
2049;VENTA;2023/5/26;37
2049;VENTA;2023/5/26;32
2050;VENTA;2023/5/26;46
2051;VENTA;2023/5/26;30
2053;VENTA;2023/5/26;42
2021;VENTA;2023/5/27;8
2024;VENTA;2023/5/27;10
2029;VENTA;2023/5/27;8
2030;VENTA;2023/5/27;50
2033;VENTA;2023/5/27;28
2035;VENTA;2023/5/27;6
2051;VENTA;2023/5/27;50
2051;VENTA;2023/5/27;31
2021;VENTA;2023/5/28;23
2021;VENTA;2023/5/28;43
2025;VENTA;2023/5/28;45
2025;VENTA;2023/5/28;7
2026;VENTA;2023/5/28;27
2030;VENTA;2023/5/28;42
2031;VENTA;2023/5/28;16
2037;VENTA;2023/5/28;7
2039;VENTA;2023/5/28;53
2041;VENTA;2023/5/28;7
2042;VENTA;2023/5/28;1
2043;VENTA;2023/5/28;10
2046;VENTA;2023/5/28;13
2053;VENTA;2023/5/28;54
2053;VENTA;2023/5/28;17
2054;VENTA;2023/5/28;14
2023;VENTA;2023/5/29;25
2024;VENTA;2023/5/29;53
2026;VENTA;2023/5/29;49
2027;VENTA;2023/5/29;49
2028;VENTA;2023/5/29;13
2028;VENTA;2023/5/29;32
2038;VENTA;2023/5/29;40
2038;VENTA;2023/5/29;24
2040;VENTA;2023/5/29;36
2040;VENTA;2023/5/29;10
2042;VENTA;2023/5/29;4
2044;VENTA;2023/5/29;23
2046;VENTA;2023/5/29;54
2048;VENTA;2023/5/29;40
2053;VENTA;2023/5/29;49
2022;VENTA;2023/5/30;1
2022;VENTA;2023/5/30;53
2023;VENTA;2023/5/30;42
2031;VENTA;2023/5/30;45
2031;VENTA;2023/5/30;42
2031;VENTA;2023/5/30;15
2033;VENTA;2023/5/30;23
2035;VENTA;2023/5/30;53
2038;VENTA;2023/5/30;12
2043;VENTA;2023/5/30;2
2046;VENTA;2023/5/30;6
2050;VENTA;2023/5/30;12
2051;VENTA;2023/5/30;53
2051;VENTA;2023/5/30;45
2052;VENTA;2023/5/30;41
2053;VENTA;2023/5/30;26
2021;VENTA;2023/5/31;6
2022;VENTA;2023/5/31;21
2024;VENTA;2023/5/31;22
2024;VENTA;2023/5/31;45
2025;VENTA;2023/5/31;43
2026;VENTA;2023/5/31;24
2027;VENTA;2023/5/31;20
2027;VENTA;2023/5/31;19
2036;VENTA;2023/5/31;25
2038;VENTA;2023/5/31;29
2039;VENTA;2023/5/31;31
2041;VENTA;2023/5/31;2
2044;VENTA;2023/5/31;43
2022;VENTA;2023/6/1;14
2029;VENTA;2023/6/1;36
2030;VENTA;2023/6/1;25
2038;VENTA;2023/6/1;13
2040;VENTA;2023/6/1;48
2044;VENTA;2023/6/1;40
2048;VENTA;2023/6/1;46
2050;VENTA;2023/6/1;21
2021;VENTA;2023/6/2;41
2030;VENTA;2023/6/2;35
2032;VENTA;2023/6/2;46
2032;VENTA;2023/6/2;53
2032;VENTA;2023/6/2;37
2047;VENTA;2023/6/2;43
2048;VENTA;2023/6/2;49
2049;VENTA;2023/6/2;7
2050;VENTA;2023/6/2;49
2054;VENTA;2023/6/2;44
2021;VENTA;2023/6/3;35
2022;VENTA;2023/6/3;23
2023;VENTA;2023/6/3;8
2027;VENTA;2023/6/3;32
2028;VENTA;2023/6/3;30
2032;VENTA;2023/6/3;24
2032;VENTA;2023/6/3;11
2035;VENTA;2023/6/3;34
2039;VENTA;2023/6/3;18
2044;VENTA;2023/6/3;2
2044;VENTA;2023/6/3;35
2045;VENTA;2023/6/3;50
2048;VENTA;2023/6/3;37
2050;VENTA;2023/6/3;6
2050;VENTA;2023/6/3;30
2053;VENTA;2023/6/3;20
2053;VENTA;2023/6/3;15
2054;VENTA;2023/6/3;34
2030;VENTA;2023/6/4;35
2032;VENTA;2023/6/4;28
2032;VENTA;2023/6/4;33
2033;VENTA;2023/6/4;3
2034;VENTA;2023/6/4;23
2036;VENTA;2023/6/4;17
2039;VENTA;2023/6/4;43
2039;VENTA;2023/6/4;32
2040;VENTA;2023/6/4;36
2042;VENTA;2023/6/4;38
2045;VENTA;2023/6/4;36
2045;VENTA;2023/6/4;11
2045;VENTA;2023/6/4;30
2047;VENTA;2023/6/4;25
2049;VENTA;2023/6/4;39
2050;VENTA;2023/6/4;48
2051;VENTA;2023/6/4;36
2022;VENTA;2023/6/5;50
2023;VENTA;2023/6/5;48
2026;VENTA;2023/6/5;8
2029;VENTA;2023/6/5;34
2031;VENTA;2023/6/5;35
2031;VENTA;2023/6/5;45
2038;VENTA;2023/6/5;21
2039;VENTA;2023/6/5;46
2047;VENTA;2023/6/5;21
2048;VENTA;2023/6/5;40
2048;VENTA;2023/6/5;19
2052;VENTA;2023/6/5;49
2054;VENTA;2023/6/5;41
2054;VENTA;2023/6/5;8
2024;VENTA;2023/6/6;29
2024;VENTA;2023/6/6;50
2028;VENTA;2023/6/6;15
2035;VENTA;2023/6/6;1
2035;VENTA;2023/6/6;26
2037;VENTA;2023/6/6;42
2037;VENTA;2023/6/6;23
2040;VENTA;2023/6/6;39
2041;VENTA;2023/6/6;6
2044;VENTA;2023/6/6;18
2044;VENTA;2023/6/6;2
2051;VENTA;2023/6/6;7
2052;VENTA;2023/6/6;32
2052;VENTA;2023/6/6;23
2053;VENTA;2023/6/6;26
2021;VENTA;2023/6/7;38
2023;VENTA;2023/6/7;14
2025;VENTA;2023/6/7;9
2027;VENTA;2023/6/7;47
2028;VENTA;2023/6/7;6
2028;VENTA;2023/6/7;31
2031;VENTA;2023/6/7;15
2031;VENTA;2023/6/7;45
2031;VENTA;2023/6/7;31
2031;VENTA;2023/6/7;35
2033;VENTA;2023/6/7;11
2036;VENTA;2023/6/7;12
2039;VENTA;2023/6/7;17
2041;VENTA;2023/6/7;48
2042;VENTA;2023/6/7;2
2044;VENTA;2023/6/7;23
2044;VENTA;2023/6/7;50
2044;VENTA;2023/6/7;40
2045;VENTA;2023/6/7;52
2046;VENTA;2023/6/7;13
2047;VENTA;2023/6/7;19
2051;VENTA;2023/6/7;39
2054;VENTA;2023/6/7;46
2022;VENTA;2023/6/8;45
2026;VENTA;2023/6/8;13
2027;VENTA;2023/6/8;36
2028;VENTA;2023/6/8;13
2029;VENTA;2023/6/8;22
2031;VENTA;2023/6/8;47
2031;VENTA;2023/6/8;5
2032;VENTA;2023/6/8;23
2034;VENTA;2023/6/8;34
2036;VENTA;2023/6/8;22
2038;VENTA;2023/6/8;23
2038;VENTA;2023/6/8;10
2040;VENTA;2023/6/8;44
2041;VENTA;2023/6/8;32
2043;VENTA;2023/6/8;26
2044;VENTA;2023/6/8;46
2046;VENTA;2023/6/8;28
2047;VENTA;2023/6/8;45
2048;VENTA;2023/6/8;40
2050;VENTA;2023/6/8;41
2053;VENTA;2023/6/8;21
2021;VENTA;2023/6/9;44
2022;VENTA;2023/6/9;9
2023;VENTA;2023/6/9;6
2029;VENTA;2023/6/9;39
2030;VENTA;2023/6/9;24
2033;VENTA;2023/6/9;28
2033;VENTA;2023/6/9;29
2036;VENTA;2023/6/9;36
2039;VENTA;2023/6/9;54
2039;VENTA;2023/6/9;31
2045;VENTA;2023/6/9;49
2051;VENTA;2023/6/9;45
2051;VENTA;2023/6/9;48
2053;VENTA;2023/6/9;32
2054;VENTA;2023/6/9;8
2023;VENTA;2023/6/10;28
2024;VENTA;2023/6/10;20
2026;VENTA;2023/6/10;39
2026;VENTA;2023/6/10;21
2028;VENTA;2023/6/10;44
2028;VENTA;2023/6/10;25
2028;VENTA;2023/6/10;3
2028;VENTA;2023/6/10;26
2029;VENTA;2023/6/10;47
2031;VENTA;2023/6/10;24
2032;VENTA;2023/6/10;54
2034;VENTA;2023/6/10;3
2042;VENTA;2023/6/10;5
2045;VENTA;2023/6/10;8
2045;VENTA;2023/6/10;28
2045;VENTA;2023/6/10;47
2047;VENTA;2023/6/10;31
2051;VENTA;2023/6/10;27
2021;VENTA;2023/6/11;54
2022;VENTA;2023/6/11;5
2024;VENTA;2023/6/11;49
2028;VENTA;2023/6/11;50
2033;VENTA;2023/6/11;34
2034;VENTA;2023/6/11;17
2041;VENTA;2023/6/11;43
2041;VENTA;2023/6/11;2
2046;VENTA;2023/6/11;54
2047;VENTA;2023/6/11;40
2048;VENTA;2023/6/11;13
2021;VENTA;2023/6/12;24
2028;VENTA;2023/6/12;3
2034;VENTA;2023/6/12;50
2035;VENTA;2023/6/12;13
2036;VENTA;2023/6/12;18
2036;VENTA;2023/6/12;33
2037;VENTA;2023/6/12;33
2041;VENTA;2023/6/12;14
2043;VENTA;2023/6/12;15
2044;VENTA;2023/6/12;32
2045;VENTA;2023/6/12;5
2046;VENTA;2023/6/12;7
2047;VENTA;2023/6/12;42
2052;VENTA;2023/6/12;10
2021;VENTA;2023/6/13;34
2025;VENTA;2023/6/13;52
2033;VENTA;2023/6/13;52
2039;VENTA;2023/6/13;29
2040;VENTA;2023/6/13;19
2040;VENTA;2023/6/13;48
2041;VENTA;2023/6/13;38
2042;VENTA;2023/6/13;34
2043;VENTA;2023/6/13;35
2044;VENTA;2023/6/13;40
2051;VENTA;2023/6/13;39
2024;VENTA;2023/6/14;35
2027;VENTA;2023/6/14;40
2030;VENTA;2023/6/14;42
2031;VENTA;2023/6/14;1
2032;VENTA;2023/6/14;50
2033;VENTA;2023/6/14;35
2034;VENTA;2023/6/14;7
2034;VENTA;2023/6/14;47
2038;VENTA;2023/6/14;24
2040;VENTA;2023/6/14;54
2043;VENTA;2023/6/14;23
2045;VENTA;2023/6/14;51
2047;VENTA;2023/6/14;41
2047;VENTA;2023/6/14;2
2051;VENTA;2023/6/14;17
2051;VENTA;2023/6/14;15
2051;VENTA;2023/6/14;52
2052;VENTA;2023/6/14;15
2053;VENTA;2023/6/14;47
2053;VENTA;2023/6/14;31
2022;VENTA;2023/6/15;18
2023;VENTA;2023/6/15;7
2024;VENTA;2023/6/15;1
2027;VENTA;2023/6/15;26
2029;VENTA;2023/6/15;9
2029;VENTA;2023/6/15;17
2029;VENTA;2023/6/15;49
2029;VENTA;2023/6/15;8
2030;VENTA;2023/6/15;1
2032;VENTA;2023/6/15;28
2034;VENTA;2023/6/15;29
2036;VENTA;2023/6/15;3
2036;VENTA;2023/6/15;40
2037;VENTA;2023/6/15;36
2037;VENTA;2023/6/15;47
2038;VENTA;2023/6/15;14
2038;VENTA;2023/6/15;19
2045;VENTA;2023/6/15;44
2052;VENTA;2023/6/15;39
2054;VENTA;2023/6/15;39
2027;VENTA;2023/6/16;9
2030;VENTA;2023/6/16;44
2030;VENTA;2023/6/16;15
2032;VENTA;2023/6/16;26
2037;VENTA;2023/6/16;26
2038;VENTA;2023/6/16;6
2038;VENTA;2023/6/16;11
2053;VENTA;2023/6/16;43
2028;VENTA;2023/6/17;16
2034;VENTA;2023/6/17;47
2039;VENTA;2023/6/17;35
2041;VENTA;2023/6/17;51
2041;VENTA;2023/6/17;18
2045;VENTA;2023/6/17;30
2048;VENTA;2023/6/17;9
2051;VENTA;2023/6/17;23
2054;VENTA;2023/6/17;31
2021;VENTA;2023/6/18;31
2024;VENTA;2023/6/18;28
2024;VENTA;2023/6/18;38
2034;VENTA;2023/6/18;34
2034;VENTA;2023/6/18;34
2038;VENTA;2023/6/18;33
2043;VENTA;2023/6/18;24
2045;VENTA;2023/6/18;35
2051;VENTA;2023/6/18;43
2021;VENTA;2023/6/19;34
2025;VENTA;2023/6/19;8
2025;VENTA;2023/6/19;30
2027;VENTA;2023/6/19;11
2029;VENTA;2023/6/19;26
2031;VENTA;2023/6/19;13
2035;VENTA;2023/6/19;2
2037;VENTA;2023/6/19;29
2043;VENTA;2023/6/19;27
2044;VENTA;2023/6/19;3
2045;VENTA;2023/6/19;37
2047;VENTA;2023/6/19;14
2047;VENTA;2023/6/19;52
2047;VENTA;2023/6/19;13
2051;VENTA;2023/6/19;41
2054;VENTA;2023/6/19;10
2021;VENTA;2023/6/20;5
2026;VENTA;2023/6/20;1
2026;VENTA;2023/6/20;49
2031;VENTA;2023/6/20;15
2035;VENTA;2023/6/20;9
2038;VENTA;2023/6/20;10
2039;VENTA;2023/6/20;23
2040;VENTA;2023/6/20;17
2042;VENTA;2023/6/20;31
2045;VENTA;2023/6/20;12
2046;VENTA;2023/6/20;6
2047;VENTA;2023/6/20;3
2049;VENTA;2023/6/20;37
2022;VENTA;2023/6/21;20
2025;VENTA;2023/6/21;6
2035;VENTA;2023/6/21;4
2036;VENTA;2023/6/21;8
2037;VENTA;2023/6/21;42
2039;VENTA;2023/6/21;54
2039;VENTA;2023/6/21;41
2041;VENTA;2023/6/21;30
2042;VENTA;2023/6/21;45
2047;VENTA;2023/6/21;36
2049;VENTA;2023/6/21;36
2053;VENTA;2023/6/21;43
2053;VENTA;2023/6/21;54
2023;VENTA;2023/6/22;9
2025;VENTA;2023/6/22;52
2027;VENTA;2023/6/22;32
2030;VENTA;2023/6/22;52
2031;VENTA;2023/6/22;39
2034;VENTA;2023/6/22;29
2037;VENTA;2023/6/22;15
2038;VENTA;2023/6/22;52
2039;VENTA;2023/6/22;39
2045;VENTA;2023/6/22;37
2021;VENTA;2023/6/23;45
2021;VENTA;2023/6/23;22
2025;VENTA;2023/6/23;19
2031;VENTA;2023/6/23;34
2032;VENTA;2023/6/23;14
2039;VENTA;2023/6/23;29
2040;VENTA;2023/6/23;32
2042;VENTA;2023/6/23;45
2052;VENTA;2023/6/23;29
2023;VENTA;2023/6/24;46
2024;VENTA;2023/6/24;39
2024;VENTA;2023/6/24;22
2026;VENTA;2023/6/24;31
2031;VENTA;2023/6/24;54
2031;VENTA;2023/6/24;45
2032;VENTA;2023/6/24;34
2033;VENTA;2023/6/24;7
2036;VENTA;2023/6/24;45
2038;VENTA;2023/6/24;40
2040;VENTA;2023/6/24;40
2040;VENTA;2023/6/24;35
2041;VENTA;2023/6/24;5
2046;VENTA;2023/6/24;39
2047;VENTA;2023/6/24;27
2048;VENTA;2023/6/24;47
2049;VENTA;2023/6/24;14
2050;VENTA;2023/6/24;5
2054;VENTA;2023/6/24;44
2024;VENTA;2023/6/25;16
2025;VENTA;2023/6/25;5
2026;VENTA;2023/6/25;39
2027;VENTA;2023/6/25;9
2027;VENTA;2023/6/25;14
2029;VENTA;2023/6/25;43
2029;VENTA;2023/6/25;29
2030;VENTA;2023/6/25;1
2034;VENTA;2023/6/25;11
2035;VENTA;2023/6/25;13
2037;VENTA;2023/6/25;44
2044;VENTA;2023/6/25;3
2045;VENTA;2023/6/25;3
2046;VENTA;2023/6/25;46
2047;VENTA;2023/6/25;41
2023;VENTA;2023/6/26;27
2025;VENTA;2023/6/26;43
2026;VENTA;2023/6/26;18
2030;VENTA;2023/6/26;28
2034;VENTA;2023/6/26;22
2035;VENTA;2023/6/26;4
2039;VENTA;2023/6/26;43
2040;VENTA;2023/6/26;40
2040;VENTA;2023/6/26;17
2051;VENTA;2023/6/26;9
2051;VENTA;2023/6/26;48
2052;VENTA;2023/6/26;20
2052;VENTA;2023/6/26;29
2022;VENTA;2023/6/27;48
2022;VENTA;2023/6/27;29
2022;VENTA;2023/6/27;16
2023;VENTA;2023/6/27;33
2034;VENTA;2023/6/27;14
2034;VENTA;2023/6/27;18
2036;VENTA;2023/6/27;48
2036;VENTA;2023/6/27;47
2042;VENTA;2023/6/27;42
2044;VENTA;2023/6/27;10
2045;VENTA;2023/6/27;44
2052;VENTA;2023/6/27;48
2053;VENTA;2023/6/27;3
2054;VENTA;2023/6/27;36
2028;VENTA;2023/6/28;11
2032;VENTA;2023/6/28;21
2032;VENTA;2023/6/28;35
2034;VENTA;2023/6/28;32
2034;VENTA;2023/6/28;25
2035;VENTA;2023/6/28;41
2035;VENTA;2023/6/28;13
2037;VENTA;2023/6/28;53
2022;VENTA;2023/6/29;2
2026;VENTA;2023/6/29;43
2027;VENTA;2023/6/29;19
2033;VENTA;2023/6/29;11
2035;VENTA;2023/6/29;52
2035;VENTA;2023/6/29;42
2043;VENTA;2023/6/29;52
2048;VENTA;2023/6/29;46
2050;VENTA;2023/6/29;21
2050;VENTA;2023/6/29;39
2051;VENTA;2023/6/29;22
2054;VENTA;2023/6/29;8
2021;VENTA;2023/6/30;36
2021;VENTA;2023/6/30;52
2023;VENTA;2023/6/30;41
2024;VENTA;2023/6/30;44
2025;VENTA;2023/6/30;17
2026;VENTA;2023/6/30;19
2027;VENTA;2023/6/30;54
2031;VENTA;2023/6/30;22
2032;VENTA;2023/6/30;46
2034;VENTA;2023/6/30;2
2037;VENTA;2023/6/30;13
2037;VENTA;2023/6/30;28
2040;VENTA;2023/6/30;41
2043;VENTA;2023/6/30;11
2047;VENTA;2023/6/30;16
2049;VENTA;2023/6/30;38
2050;VENTA;2023/6/30;8
2051;VENTA;2023/6/30;42
2051;VENTA;2023/6/30;30
2054;VENTA;2023/6/30;14
2021;VENTA;2023/7/1;18
2021;VENTA;2023/7/1;39
2030;VENTA;2023/7/1;12
2031;VENTA;2023/7/1;44
2032;VENTA;2023/7/1;20
2032;VENTA;2023/7/1;42
2033;VENTA;2023/7/1;21
2033;VENTA;2023/7/1;53
2036;VENTA;2023/7/1;19
2039;VENTA;2023/7/1;25
2042;VENTA;2023/7/1;39
2043;VENTA;2023/7/1;54
2044;VENTA;2023/7/1;4
2047;VENTA;2023/7/1;18
2048;VENTA;2023/7/1;11
2050;VENTA;2023/7/1;52
2051;VENTA;2023/7/1;38
2052;VENTA;2023/7/1;27
2021;VENTA;2023/7/2;22
2025;VENTA;2023/7/2;54
2031;VENTA;2023/7/2;42
2034;VENTA;2023/7/2;36
2038;VENTA;2023/7/2;20
2038;VENTA;2023/7/2;35
2039;VENTA;2023/7/2;42
2042;VENTA;2023/7/2;41
2042;VENTA;2023/7/2;33
2042;VENTA;2023/7/2;40
2045;VENTA;2023/7/2;25
2046;VENTA;2023/7/2;30
2051;VENTA;2023/7/2;47
2054;VENTA;2023/7/2;32
2021;VENTA;2023/7/3;25
2024;VENTA;2023/7/3;36
2027;VENTA;2023/7/3;49
2027;VENTA;2023/7/3;34
2027;VENTA;2023/7/3;52
2027;VENTA;2023/7/3;26
2028;VENTA;2023/7/3;23
2030;VENTA;2023/7/3;27
2031;VENTA;2023/7/3;2
2031;VENTA;2023/7/3;2
2033;VENTA;2023/7/3;25
2034;VENTA;2023/7/3;8
2040;VENTA;2023/7/3;27
2041;VENTA;2023/7/3;39
2042;VENTA;2023/7/3;26
